CustomerID,Recency,Frequency,Monetary,FirstPurchase,LastPurchase,Items,Country,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster,AOV,LifespanDays,ObservedDays,OrdersPerYear,CLV_1yr,Churned
17677,2,54,35058.46,2009-12-16 11:23:00,2011-12-08 09:56:00,20921,United Kingdom,5,5,5,555,Champions,0,649.23,721,724,27.22,5301.61,0
13902,632,5,34023.26,2009-12-15 10:02:00,2010-03-17 13:09:00,220596,Denmark,1,4,5,145,Can't Lose Them,1,6804.65,92,725,2.52,5144.32,1
13767,2,73,33903.57,2009-12-01 10:52:00,2011-12-07 15:00:00,14595,United Kingdom,5,5,5,555,Champions,0,464.43,736,739,36.06,5024.2,0
16210,2,33,33730.97,2009-12-02 12:54:00,2011-12-08 12:36:00,12395,United Kingdom,5,5,5,555,Champions,0,1022.15,735,737,16.34,5010.58,0
12678,42,17,32855.18,2010-01-07 16:46:00,2011-10-28 13:04:00,22348,France,4,5,5,455,Champions,0,1932.66,658,701,8.85,5131.21,0
16779,2,53,32809.03,2009-12-03 13:03:00,2011-12-07 14:54:00,19411,United Kingdom,5,5,5,555,Champions,0,619.04,734,736,26.28,4880.51,0
15856,4,52,32274.69,2009-12-03 14:02:00,2011-12-05 17:09:00,19547,United Kingdom,5,5,5,555,Champions,0,620.67,732,736,25.79,4802.12,0
14258,9,25,32051.34,2009-12-04 08:36:00,2011-11-30 15:27:00,17488,United Kingdom,5,5,5,555,Champions,0,1282.05,726,736,12.4,4769.23,0
17428,1,45,31466.760000000002,2009-12-01 17:28:00,2011-12-09 09:45:00,17356,United Kingdom,5,5,5,555,Champions,0,699.26,737,738,22.26,4669.66,0
14606,1,184,29648.75,2009-12-03 12:40:00,2011-12-08 19:28:00,15195,United Kingdom,5,5,5,555,Champions,0,161.13,735,737,91.13,4405.13,0
12709,15,32,29487.18,2009-12-09 13:49:00,2011-11-24 15:38:00,13742,Germany,5,5,5,555,Champions,0,921.47,715,730,16.0,4423.06,0
13078,3,57,29018.06,2009-12-01 09:06:00,2011-12-06 15:36:00,12032,United Kingdom,5,5,5,555,Champions,0,509.09,735,739,28.15,4299.27,0
13098,1,28,28882.44,2011-01-26 13:46:00,2011-12-08 14:14:00,15968,United Kingdom,5,5,5,555,Champions,0,1031.52,316,317,32.24,9976.86,0
17940,49,14,28389.58,2009-12-03 12:31:00,2011-10-21 13:27:00,85146,United Kingdom,4,5,5,455,Champions,0,2027.83,687,737,6.93,4215.86,0
14527,3,121,27191.1,2009-12-02 12:06:00,2011-12-07 12:19:00,6630,United Kingdom,5,5,5,555,Champions,0,224.72,735,738,59.84,4034.17,0
12681,15,44,26936.76,2009-12-13 13:31:00,2011-11-25 11:33:00,16848,France,5,5,5,555,Champions,0,612.2,711,726,22.12,4062.56,0
16333,8,22,26626.8,2011-02-03 10:50:00,2011-12-02 12:19:00,32184,United Kingdom,5,5,5,555,Champions,0,1210.31,302,310,25.9,9404.11,0
15513,33,35,26437.05,2010-01-13 14:59:00,2011-11-06 14:36:00,10477,United Kingdom,4,5,5,455,Champions,0,755.34,661,695,18.38,4164.94,0
17865,31,46,26310.09,2009-12-01 10:49:00,2011-11-09 12:08:00,12949,United Kingdom,4,5,5,455,Champions,0,571.96,708,739,22.72,3898.48,0
18251,87,9,26278.86,2009-12-22 12:01:00,2011-09-13 15:03:00,39639,United Kingdom,3,5,5,355,Loyal,0,2919.87,630,718,4.58,4011.9,0
13802,139,19,26259.11,2010-02-16 10:11:00,2011-07-24 10:54:00,14129,United Kingdom,3,5,5,355,Loyal,0,1382.06,523,662,10.48,4345.2,0
17857,4,23,25769.54,2010-03-08 12:09:00,2011-12-05 13:13:00,15472,United Kingdom,5,5,5,555,Champions,0,1120.41,637,642,13.08,4396.49,0
12731,24,17,25631.71,2010-03-02 09:23:00,2011-11-16 11:59:00,11633,France,4,5,5,455,Champions,0,1507.75,624,648,9.58,4333.27,0
14062,10,24,25585.65,2009-12-10 14:28:00,2011-11-30 10:04:00,12794,United Kingdom,5,5,5,555,Champions,0,1066.07,719,729,12.02,3844.25,0
12939,64,20,25264.8,2010-01-12 11:27:00,2011-10-06 14:33:00,10328,United Kingdom,3,5,5,355,Loyal,0,1263.24,632,697,10.47,3967.84,0
14895,8,38,25119.54,2009-12-10 14:22:00,2011-12-02 09:23:00,10714,United Kingdom,5,5,5,555,Champions,0,661.04,721,729,19.03,3773.88,0
15498,3,44,24972.86,2009-12-16 17:27:00,2011-12-07 12:48:00,12134,United Kingdom,5,5,5,555,Champions,0,567.57,720,723,22.21,3781.72,0
16525,2,48,24151.3,2009-12-02 13:53:00,2011-12-07 15:07:00,14430,United Kingdom,5,5,5,555,Champions,0,503.15,735,737,23.77,3587.96,0
13001,4,33,24042.65,2009-12-03 16:21:00,2011-12-05 14:51:00,13448,United Kingdom,5,5,5,555,Champions,0,728.57,731,736,16.37,3578.01,0
17920,4,54,23569.88,2009-12-06 10:37:00,2011-12-05 14:29:00,12263,United Kingdom,5,5,5,555,Champions,0,436.48,729,734,26.85,3515.85,0
15640,4,29,23459.51,2009-12-14 16:36:00,2011-12-05 14:35:00,12116,United Kingdom,5,5,5,555,Champions,0,808.95,720,725,14.6,3543.2,0
12409,79,7,23419.29,2010-05-23 15:21:00,2011-09-22 10:38:00,13143,Switzerland,3,4,5,345,Loyal,0,3345.61,486,565,4.52,4536.65,0
16133,4,56,22992.260000000002,2010-03-31 12:21:00,2011-12-06 11:24:00,13653,United Kingdom,5,5,5,555,Champions,0,410.58,614,619,33.02,4067.21,0
14607,16,20,22575.13,2009-12-15 11:25:00,2011-11-24 10:35:00,14543,United Kingdom,5,5,5,555,Champions,0,1128.76,708,725,10.07,3409.98,0
15159,2,34,22116.73,2010-10-04 09:31:00,2011-12-08 12:05:00,13512,United Kingdom,5,5,5,555,Champions,0,650.49,430,432,28.73,5606.57,0
13340,45,12,22100.56,2010-02-22 14:54:00,2011-10-25 13:15:00,9636,United Kingdom,4,5,5,455,Champions,0,1841.71,609,655,6.69,3696.31,0
12621,2,35,22097.2,2010-02-09 12:01:00,2011-12-08 11:25:00,13583,Germany,5,5,5,555,Champions,0,631.35,666,669,19.1,3617.64,0
12482,576,27,21941.72,2010-02-24 10:24:00,2010-05-12 16:51:00,27040,Sweden,1,5,5,155,Can't Lose Them,0,812.66,77,654,15.07,3674.04,1
14051,1,37,21770.98,2009-12-03 11:53:00,2011-12-09 10:20:00,5709,United Kingdom,5,5,5,555,Champions,0,588.4,735,737,18.32,3233.85,0
16839,9,44,21758.25,2010-02-11 15:02:00,2011-12-01 09:03:00,11295,United Kingdom,5,5,5,555,Champions,0,494.51,657,666,24.11,3576.79,0
12753,23,6,21429.39,2010-12-12 11:44:00,2011-11-17 10:52:00,11421,Japan,4,4,5,445,Champions,0,3571.56,339,363,6.03,6460.95,0
15615,10,47,21373.97,2009-12-02 15:28:00,2011-11-29 14:42:00,12090,United Kingdom,5,5,5,555,Champions,0,454.77,726,737,23.28,3176.11,0
13319,5,58,21323.22,2009-12-06 14:46:00,2011-12-04 13:34:00,8974,United Kingdom,5,5,5,555,Champions,0,367.64,727,733,28.88,3185.23,0
12682,4,51,20736.22,2009-12-01 09:28:00,2011-12-06 10:00:00,10399,France,5,5,5,555,Champions,0,406.59,735,739,25.19,3072.6,0
14866,11,17,20700.04,2010-09-21 15:14:00,2011-11-29 11:45:00,9087,United Kingdom,5,5,5,555,Champions,0,1217.65,433,444,13.98,5106.82,0
14667,11,54,20359.59,2009-12-02 12:38:00,2011-11-29 11:30:00,11863,United Kingdom,5,5,5,555,Champions,0,377.03,726,738,26.71,3021.14,0
15251,9,21,20324.54,2010-01-29 12:42:00,2011-11-30 15:02:00,12108,United Kingdom,5,5,5,555,Champions,0,967.84,670,680,11.27,3272.27,0
12477,23,9,20276.37,2010-03-26 14:01:00,2011-11-17 09:51:00,6119,Germany,4,5,5,455,Champions,0,2252.93,600,623,5.27,3561.88,0
17706,4,31,20272.15,2010-01-19 12:13:00,2011-12-05 13:34:00,7824,United Kingdom,5,5,5,555,Champions,0,653.94,685,690,16.4,3217.38,0
17243,1,69,20184.68,2009-12-01 15:36:00,2011-12-08 13:26:00,7903,United Kingdom,5,5,5,555,Champions,0,292.53,736,738,34.13,2995.21,0
18008,70,23,19759.079999999998,2010-01-06 12:35:00,2011-09-30 15:17:00,7825,United Kingdom,3,5,5,355,Loyal,0,859.09,632,703,11.94,3077.26,0
17340,30,18,19617.95,2010-02-14 14:54:00,2011-11-10 10:45:00,9497,United Kingdom,4,5,5,455,Champions,0,1089.89,633,663,9.91,3240.24,0
16843,43,35,19571.43,2009-12-10 11:40:00,2011-10-28 09:06:00,18502,United Kingdom,4,5,5,455,Champions,0,559.18,686,730,17.5,2935.7,0
17139,16,25,19566.76,2010-01-11 11:31:00,2011-11-24 10:12:00,9853,United Kingdom,5,5,5,555,Champions,0,782.67,681,698,13.07,3068.85,0
12540,20,32,19250.49,2009-12-07 16:56:00,2011-11-20 11:31:00,10911,Spain,4,5,5,455,Champions,0,601.58,712,732,15.96,2880.37,0
14194,5,36,18670.59,2010-01-06 12:16:00,2011-12-05 10:38:00,10037,United Kingdom,5,5,5,555,Champions,0,518.63,697,703,18.69,2907.96,0
13113,1,37,18230.07,2010-03-28 16:13:00,2011-12-09 12:49:00,4435,United Kingdom,5,5,5,555,Champions,0,492.7,620,621,21.75,3214.87,0
12557,16,8,18096.14,2009-12-17 10:39:00,2011-11-23 16:59:00,6382,Spain,5,4,5,545,Champions,0,2262.02,706,723,4.04,2741.57,0
16746,5,42,18045.05,2009-12-04 13:00:00,2011-12-05 12:33:00,11898,United Kingdom,5,5,5,555,Champions,0,429.64,730,735,20.86,2688.69,0
17581,1,43,17951.17,2009-12-03 12:34:00,2011-12-09 12:21:00,9519,United Kingdom,5,5,5,555,Champions,0,417.47,735,737,21.3,2667.63,0
12901,9,28,17654.54,2011-03-14 10:41:00,2011-12-01 10:07:00,23075,United Kingdom,5,5,5,555,Champions,0,630.52,261,271,37.71,7133.07,0
17377,24,78,17639.23,2009-12-02 12:39:00,2011-11-16 11:17:00,7323,United Kingdom,4,5,5,455,Champions,0,226.14,713,738,38.58,2617.34,0
14952,60,32,17629.35,2009-12-03 15:34:00,2011-10-11 10:33:00,6977,United Kingdom,3,5,5,355,Loyal,0,550.92,676,736,15.87,2622.93,0
16652,59,16,17550.39,2010-03-17 10:22:00,2011-10-12 09:38:00,7477,United Kingdom,4,5,5,455,Champions,0,1096.9,573,633,9.23,3037.32,0
15189,1,46,17524.38,2010-07-18 13:37:00,2011-12-08 13:22:00,6902,United Kingdom,5,5,5,555,Champions,0,380.96,507,509,32.99,3770.36,0
18172,15,52,17467.24,2009-12-11 09:58:00,2011-11-25 11:12:00,7407,United Kingdom,5,5,5,555,Champions,0,335.91,714,729,26.04,2624.13,0
12357,33,2,17437.66,2010-11-16 10:05:00,2011-11-06 16:07:00,6586,Switzerland,4,2,5,425,New / Promising,1,8718.83,355,389,1.88,4917.42,0
16019,47,27,17329.16,2009-12-14 14:12:00,2011-10-24 11:51:00,6959,United Kingdom,4,5,5,455,Champions,0,641.82,678,725,13.59,2616.7,0
17416,30,22,17298.45,2009-12-14 16:29:00,2011-11-10 12:47:00,8769,United Kingdom,4,5,5,455,Champions,0,786.29,695,725,11.08,2613.63,0
15078,7,52,17276.73,2009-12-04 12:03:00,2011-12-02 15:41:00,8776,United Kingdom,5,5,5,555,Champions,0,332.24,728,736,25.79,2570.54,0
15523,84,16,17259.19,2009-12-02 15:16:00,2011-09-16 16:29:00,15633,United Kingdom,3,5,5,355,Loyal,0,1078.7,653,737,7.92,2562.99,0
13027,114,19,17239.2,2010-01-20 10:41:00,2011-08-18 09:39:00,42840,United Kingdom,3,5,5,355,Loyal,0,907.33,574,689,10.07,2741.04,0
15808,306,21,17180.25,2009-12-01 16:30:00,2011-02-06 14:33:00,6753,United Kingdom,2,5,5,255,Can't Lose Them,0,818.11,431,738,10.39,2550.05,1
15125,25,24,17024.87,2010-03-31 13:29:00,2011-11-14 13:57:00,8433,United Kingdom,4,5,5,455,Champions,0,709.37,593,618,14.17,3015.53,0
16656,22,30,16833.170000000002,2009-12-04 12:59:00,2011-11-17 14:43:00,15433,United Kingdom,4,5,5,455,Champions,0,561.11,713,735,14.9,2508.16,0
12433,1,10,16794.14,2010-08-20 09:23:00,2011-12-09 10:02:00,13534,Norway,5,5,5,555,Champions,0,1679.41,476,477,7.65,3854.25,0
17735,2,26,16790.33,2010-07-30 13:25:00,2011-12-07 16:47:00,10683,United Kingdom,5,5,5,555,Champions,0,645.78,495,497,19.09,3698.38,0
14277,15,8,16789.16,2009-12-13 15:43:00,2011-11-24 15:01:00,89802,France,5,4,5,545,Champions,0,2098.64,710,726,4.02,2530.96,0
16553,163,33,16584.01,2010-02-11 18:46:00,2011-06-29 15:42:00,16427,United Kingdom,3,5,5,355,Loyal,0,502.55,502,666,18.09,2727.34,0
12454,56,4,16459.78,2010-10-14 17:33:00,2011-10-14 17:13:00,7702,Spain,4,3,5,435,Loyal,0,4114.94,364,421,3.47,4283.65,0
15358,5,42,16425.86,2009-12-07 12:19:00,2011-12-05 09:04:00,14902,United Kingdom,5,5,5,555,Champions,0,391.09,727,733,20.91,2453.31,0
14961,11,22,16410.15,2009-12-04 11:32:00,2011-11-29 09:42:00,8372,United Kingdom,5,5,5,555,Champions,0,745.92,724,736,10.91,2441.4,0
13225,3,16,16260.07,2009-12-17 09:09:00,2011-12-06 13:29:00,7401,United Kingdom,5,5,5,555,Champions,0,1016.25,719,723,8.08,2463.39,0
16180,100,13,16249.87,2010-06-23 13:19:00,2011-08-31 16:28:00,9813,United Kingdom,3,5,5,355,Loyal,0,1249.99,434,534,8.89,3333.72,0
12980,158,21,16245.78,2009-12-02 11:26:00,2011-07-05 09:34:00,1910,United Kingdom,3,5,5,355,Loyal,0,773.61,579,738,10.39,2411.34,0
17107,33,10,16052.72,2010-01-31 15:47:00,2011-11-06 14:14:00,7530,United Kingdom,4,5,5,455,Champions,0,1605.27,643,677,5.39,2595.72,0
17716,23,24,15956.97,2009-12-02 17:18:00,2011-11-17 12:00:00,8819,United Kingdom,4,5,5,455,Champions,0,664.87,714,737,11.89,2371.59,0
13199,4,66,15949.210000000001,2009-12-05 10:11:00,2011-12-06 12:30:00,11566,United Kingdom,5,5,5,555,Champions,0,241.65,731,735,32.78,2376.39,0
13564,354,36,15880.22,2009-12-02 11:55:00,2010-12-20 16:50:00,8833,United Kingdom,2,5,5,255,Can't Lose Them,0,441.12,383,738,17.8,2355.58,1
15044,19,32,15769.01,2009-12-16 15:13:00,2011-11-20 13:20:00,5237,United Kingdom,5,5,5,555,Champions,0,492.78,703,723,16.15,2387.52,0
12971,4,116,15704.6,2009-12-15 19:04:00,2011-12-06 12:20:00,14306,United Kingdom,5,5,5,555,Champions,0,135.38,720,724,58.48,2375.11,0
16191,3,24,15677.82,2009-12-11 12:24:00,2011-12-07 11:26:00,9348,United Kingdom,5,5,5,555,Champions,0,653.24,725,729,12.02,2355.58,0
12949,31,22,15526.7,2009-12-03 15:56:00,2011-11-09 11:25:00,8233,United Kingdom,4,5,5,455,Champions,0,705.76,705,736,10.91,2309.95,0
14769,3,17,15512.46,2009-12-16 09:17:00,2011-12-07 10:24:00,11057,United Kingdom,5,5,5,555,Champions,0,912.5,721,724,8.57,2346.04,0
14849,22,43,15407.61,2010-01-10 11:40:00,2011-11-18 10:58:00,11838,United Kingdom,4,5,5,455,Champions,0,358.32,676,699,22.45,2413.29,0
15768,116,34,15308.89,2009-12-03 12:10:00,2011-08-16 10:48:00,4215,United Kingdom,3,5,5,355,Loyal,0,450.26,620,737,16.84,2274.71,0
12472,32,19,14971.289999999999,2009-12-14 10:49:00,2011-11-07 14:01:00,10307,Germany,4,5,5,455,Champions,0,787.96,693,726,9.55,2257.51,0
18092,2,18,14693.72,2009-12-04 12:37:00,2011-12-07 13:14:00,8298,United Kingdom,5,5,5,555,Champions,0,816.32,733,736,8.93,2186.92,0
16126,29,15,14644.6,2009-12-02 13:34:00,2011-11-10 16:03:00,6140,United Kingdom,4,5,5,455,Champions,0,976.31,708,737,7.43,2176.19,0
17133,16,12,14622.33,2010-03-21 12:31:00,2011-11-24 12:27:00,10107,United Kingdom,5,5,5,555,Champions,0,1218.53,612,629,6.96,2544.29,0
16873,5,12,14617.39,2010-02-09 14:17:00,2011-12-05 12:05:00,8601,United Kingdom,5,5,5,555,Champions,0,1218.12,663,668,6.56,2397.26,0
14543,29,39,14548.22,2009-12-01 13:47:00,2011-11-11 12:45:00,2635,United Kingdom,4,5,5,455,Champions,0,373.03,709,738,19.29,2158.72,0
17448,529,41,14448.67,2010-03-04 17:29:00,2010-06-28 13:58:00,11529,United Kingdom,1,5,5,155,Can't Lose Them,0,352.41,115,645,23.2,2452.77,1
15482,16,18,14377.36,2009-12-02 16:59:00,2011-11-24 10:46:00,6515,United Kingdom,5,5,5,555,Champions,0,798.74,721,737,8.91,2135.03,0
14733,16,15,14335.15,2010-11-02 15:42:00,2011-11-23 15:39:00,5799,United Kingdom,5,5,5,555,Champions,0,955.68,385,402,13.62,3904.91,0
13488,17,23,14205.96,2010-01-25 10:13:00,2011-11-22 14:41:00,7375,United Kingdom,5,5,5,555,Champions,0,617.65,666,684,12.27,2273.57,0
15601,11,30,14191.74,2009-12-01 14:53:00,2011-11-28 15:15:00,10395,United Kingdom,5,5,5,555,Champions,0,473.06,727,738,14.84,2106.06,0
16713,19,32,14115.56,2009-12-15 12:49:00,2011-11-21 12:36:00,8482,United Kingdom,5,5,5,555,Champions,0,441.11,705,725,16.11,2131.88,0
12647,22,35,14109.55,2010-01-13 15:06:00,2011-11-17 12:56:00,6490,Germany,4,5,5,455,Champions,0,403.13,672,695,18.38,2222.86,0
14299,8,27,14070.25,2009-12-02 10:58:00,2011-12-01 16:05:00,8136,United Kingdom,5,5,5,555,Champions,0,521.12,729,738,13.35,2087.09,0
13178,26,21,14059.19,2009-12-16 14:00:00,2011-11-13 16:14:00,8778,United Kingdom,4,5,5,455,Champions,0,669.49,697,723,10.6,2128.98,0
18223,5,26,14000.85,2009-12-04 12:20:00,2011-12-05 09:11:00,6644,United Kingdom,5,5,5,555,Champions,0,538.49,730,736,12.89,2082.34,0
12435,80,6,13925.93,2009-12-02 13:58:00,2011-09-21 09:06:00,4958,Denmark,3,4,5,345,Loyal,0,2320.99,657,737,2.97,2068.0,0
18087,291,16,13908.72,2009-12-01 09:43:00,2011-02-22 10:43:00,7774,United Kingdom,2,5,5,255,Can't Lose Them,0,869.3,448,739,7.9,2060.24,1
17589,60,18,13806.27,2010-03-07 13:48:00,2011-10-10 16:58:00,8661,United Kingdom,3,5,5,355,Loyal,0,767.02,582,642,10.23,2353.98,0
15005,16,56,13752.58,2009-12-01 14:19:00,2011-11-24 12:25:00,8661,United Kingdom,5,5,5,555,Champions,0,245.58,722,738,27.7,2040.77,0
15382,15,12,13733.550000000001,2009-12-04 14:13:00,2011-11-25 10:58:00,9178,United Kingdom,5,5,5,555,Champions,0,1144.46,720,735,5.96,2046.29,0
15093,18,23,13702.38,2009-12-08 12:46:00,2011-11-21 13:09:00,10778,United Kingdom,5,5,5,555,Champions,0,595.76,713,732,11.47,2050.01,0
12989,3,33,13551.75,2009-12-10 13:27:00,2011-12-06 15:28:00,6935,United Kingdom,5,5,5,555,Champions,0,410.66,726,729,16.52,2035.23,0
15291,26,39,13472.76,2009-12-03 11:09:00,2011-11-14 11:02:00,4904,United Kingdom,4,5,5,455,Champions,0,345.46,710,737,19.31,2001.25,0
13629,23,19,13370.86,2010-02-11 17:34:00,2011-11-16 13:21:00,7722,United Kingdom,4,5,5,455,Champions,0,703.73,642,666,10.41,2197.75,0
16558,1,38,13304.11,2009-12-03 18:11:00,2011-12-09 10:20:00,7813,United Kingdom,5,5,5,555,Champions,0,350.11,735,736,18.85,1979.87,0
12744,56,8,13158.16,2010-04-27 16:19:00,2011-10-14 14:54:00,6987,Singapore,4,4,5,445,Champions,0,1644.77,534,591,4.94,2437.55,0
